"steam_appid";"timestamp_created";"timestamp_updated";"voted_up";"votes_up";"votes_funny";"weighted_vote_score";"comment_count
30;1600443806;1600443806;"TRUE";19;7;0.71584785;0
30;1427399112;1427399112;"TRUE";33;9;0.71291095;0
30;1620657983;1620657983;"TRUE";30;10;0.71070385;0
30;1504781158;1504781158;"TRUE";24;1;0.709703028;3
30;1420493699;1420493699;"TRUE";39;139;0.708343685;0
30;1610220672;1610220672;"TRUE";21;4;0.702945054;3
30;1614715805;1614715805;"TRUE";16;0;0.702448487;0
30;1625222796;1625222796;"TRUE";20;5;0.701353669;0
30;1576444069;1576444069;"TRUE";14;0;0.701084793;0
30;1543436291;1543436291;"TRUE";25;8;0.700600147;0
30;1561803216;1561803216;"TRUE";21;2;0.697348833;0
30;1631630744;1631631079;"TRUE";14;0;0.695929587;0
30;1576629006;1576629006;"TRUE";13;2;0.694485009;0
30;1607608001;1607608001;"TRUE";39;29;0.692070365;1
30;1518307694;1518307694;"TRUE";16;3;0.688752651;3
30;1418497679;1418497679;"TRUE";56;119;0.682739913;0
30;1409801553;1409801553;"TRUE";21;39;0.682167053;0
30;1577261794;1577261794;"TRUE";14;4;0.680745304;0
30;1584459713;1584459713;"TRUE";13;13;0.680696666;0
30;1405910481;1405910481;"TRUE";30;13;0.680612624;0
30;1625290896;1625290896;"TRUE";17;0;0.679732919;0
30;1478273436;1478273436;"TRUE";14;5;0.677806318;0
30;1465667878;1594645547;"FALSE";64;7;0.677123845;5
30;1615003714;1615003714;"TRUE";14;1;0.675797403;1
30;1545656889;1545656889;"TRUE";15;41;0.675266504;0
30;1375342282;1501092731;"TRUE";13;0;0.675146818;0
30;1599500181;1599500181;"TRUE";13;8;0.673137903;0
30;1596640742;1596640742;"TRUE";14;19;0.670589507;0
30;1481249370;1481249370;"TRUE";19;7;0.670098722;2
30;1392748538;1392748538;"TRUE";25;0;0.665779471;2
30;1512411556;1512411556;"TRUE";14;0;0.665167153;0
30;1550361696;1550361696;"TRUE";14;0;0.665004551;0
30;1482890511;1482990025;"TRUE";18;0;0.66331172;0
30;1466917674;1467574077;"TRUE";25;75;0.663257897;1
30;1529689619;1529689619;"TRUE";11;4;0.662921369;0
30;1372894743;1372894743;"TRUE";18;0;0.660717428;0
30;1498618114;1517106390;"TRUE";12;0;0.657816887;2
30;1605834184;1605834184;"TRUE";12;0;0.65709579;0
30;1593607772;1593607772;"TRUE";9;0;0.652406454;0
30;1546171462;1588942152;"TRUE";9;0;0.651148617;0
30;1494315455;1494315547;"TRUE";11;0;0.649483681;0
30;1579170276;1579170276;"TRUE";9;4;0.648475945;0
30;1612248977;1612248977;"TRUE";10;1;0.646150529;0
30;1434536445;1434536445;"TRUE";44;19;0.64585948;3
30;1531634867;1531634867;"TRUE";11;0;0.644465864;0
30;1593164853;1593164853;"TRUE";13;5;0.64440918;0
30;1511157998;1511157998;"TRUE";15;0;0.639771938;0
30;1395881256;1395881256;"TRUE";19;0;0.63920778;0
30;1471099470;1471099470;"TRUE";14;18;0.635256588;0
30;1527489272;1527489272;"TRUE";13;1;0.634498179;0
30;1537725307;1544308244;"TRUE";10;1;0.634106934;6
30;1415490681;1415490681;"TRUE";26;4;0.633362234;0
30;1486408492;1486408492;"TRUE";10;0;0.631402552;3
30;1612189107;1612189107;"TRUE";8;0;0.629987955;0
30;1562157152;1562157152;"TRUE";13;0;0.629224658;0
30;1630693603;1630693603;"TRUE";9;4;0.627719581;0
30;1462999442;1588352759;"TRUE";8;0;0.626924694;0
30;1465795338;1465795338;"TRUE";10;2;0.625515938;0
30;1594784710;1594784710;"TRUE";8;2;0.625;0
30;1414195561;1416617195;"TRUE";35;28;0.624472618;0
30;1609418964;1609782447;"TRUE";11;1;0.623896718;0
30;1414953786;1414953786;"TRUE";25;3;0.622504056;1
30;1537128401;1537128401;"TRUE";8;3;0.621920645;1
30;1517899326;1517899326;"TRUE";8;10;0.620834947;0
30;1495307077;1495307077;"TRUE";9;1;0.620622158;0
30;1464314953;1464314953;"TRUE";10;1;0.620414674;0
30;1396565934;1396565934;"TRUE";19;1;0.620366693;0
30;1422344590;1422344590;"TRUE";13;6;0.619806409;2
30;1397788105;1397788105;"TRUE";27;0;0.618598461;1
30;1418521903;1418521903;"TRUE";21;8;0.618037105;1
40;1561803242;1561803242;"TRUE";139;79;0.905692935;0
40;1621963967;1621963967;"TRUE";103;27;0.904867053;14
40;1522743963;1522744570;"TRUE";83;52;0.850141108;14
40;1494445143;1494445240;"TRUE";64;38;0.843701243;9
40;1387041372;1387041372;"TRUE";94;2;0.841409028;2
40;1415609877;1415609877;"TRUE";140;91;0.837449133;2
40;1454354597;1454364371;"TRUE";38;79;0.789410293;0
40;1416980980;1416980980;"TRUE";63;68;0.780861378;1
40;1561227180;1561227180;"TRUE";33;0;0.78019315;0
40;1522000425;1522000425;"TRUE";48;4;0.773797393;3
40;1587275142;1587275142;"TRUE";36;110;0.764048278;0
40;1398550620;1398550620;"TRUE";35;1;0.738161325;0
40;1516458079;1527576293;"TRUE";20;2;0.724073172;1
40;1443373847;1443373847;"TRUE";19;3;0.723395288;0
40;1593837620;1593837620;"FALSE";30;7;0.718288243;0
40;1606980852;1606980852;"TRUE";20;0;0.716558039;0
40;1374684038;1374684038;"TRUE";30;0;0.71194911;0
40;1496408604;1496408604;"TRUE";23;4;0.707929373;0
40;1610262576;1610262576;"FALSE";21;3;0.705866992;0
40;1598460212;1598460212;"TRUE";14;6;0.702702701;0
40;1588878254;1588878254;"FALSE";39;4;0.701126695;2
40;1514177917;1514177946;"TRUE";19;1;0.689658582;0
40;1535939004;1535939004;"TRUE";13;0;0.684841096;0
40;1572051363;1572051363;"TRUE";14;1;0.680882633;0
40;1512511368;1512511558;"TRUE";21;1;0.676555336;1
40;1581899415;1581899415;"TRUE";12;7;0.67567569;0
40;1608173110;1608173110;"TRUE";19;0;0.673520625;0
40;1617916683;1617916683;"TRUE";21;12;0.66956985;0
40;1473961414;1473961592;"TRUE";12;1;0.668630004;0
40;1610252311;1610252311;"TRUE";12;5;0.662916064;0
40;1434083173;1449941351;"TRUE";14;3;0.660135508;0
40;1497511826;1595155711;"TRUE";17;5;0.65963757;0
40;1584660439;1584660439;"TRUE";12;1;0.657277226;0
40;1581457493;1581457493;"TRUE";13;1;0.649586499;0
40;1386025690;1386025690;"TRUE";22;1;0.648392498;1
40;1419369281;1419369281;"TRUE";14;5;0.643897772;0
40;1538645394;1538645394;"TRUE";14;5;0.6420241;0
40;1593295357;1593295357;"TRUE";9;1;0.642014444;0
40;1610118748;1610294415;"TRUE";12;1;0.641313314;2
40;1519658977;1522033380;"TRUE";11;4;0.640423;0
40;1418786349;1418786349;"TRUE";33;20;0.639110327;1
40;1584192783;1584192783;"TRUE";9;2;0.638518155;0
40;1573428491;1573428491;"TRUE";9;1;0.638170958;0
40;1432065897;1432065897;"TRUE";13;0;0.63768661;0
40;1498586828;1498586828;"TRUE";14;16;0.635925949;0
40;1406951832;1406951832;"TRUE";45;12;0.635379791;0
40;1622591213;1622591213;"TRUE";10;0;0.63427496;0
40;1519942410;1519942410;"TRUE";17;2;0.634037077;3
40;1623440277;1623440277;"TRUE";15;7;0.633952081;0
40;1590531336;1590531336;"TRUE";8;1;0.63200444;0
40;1543971735;1561110339;"FALSE";15;4;0.627741575;1
40;1606290939;1606290939;"FALSE";11;0;0.626458645;0
40;1601467668;1601467668;"TRUE";7;1;0.626062334;0
40;1607131641;1607131641;"TRUE";9;0;0.623058319;0
40;1606545273;1606545273;"TRUE";9;5;0.622415841;0
40;1430099880;1430099880;"FALSE";25;37;0.622069895;3
40;1466283443;1466283443;"TRUE";8;7;0.62015301;0
40;1586298057;1586298057;"FALSE";18;0;0.619616807;2
40;1613770851;1613770851;"TRUE";7;0;0.619596541;0
40;1631869769;1631869769;"TRUE";7;0;0.619474709;0
40;1435411787;1435411787;"TRUE";9;7;0.61886251;0
40;1455439331;1455439331;"TRUE";8;0;0.615384638;0
40;1415645980;1415645980;"TRUE";29;1;0.611487687;0
40;1578013969;1597197815;"TRUE";0;0;0.611469626;0
40;1585744303;1585744303;"TRUE";8;0;0.611244023;0
40;1562081922;1562081922;"TRUE";8;1;0.610066712;0
40;1521384127;1552402448;"TRUE";7;4;0.606890857;0
40;1462671085;1462671085;"TRUE";11;4;0.606849432;0
40;1522518215;1522518215;"TRUE";12;2;0.605239749;0
40;1424571911;1424571911;"FALSE";22;2;0.602462053;1
40;1489961167;1489961167;"TRUE";11;2;0.602376878;0
40;1419953747;1419953747;"TRUE";10;2;0.600224495;0
40;1484504008;1484504008;"TRUE";5;0;0.598246872;0
40;1606970910;1606970910;"TRUE";7;5;0.597472191;0
40;1629008785;1629008785;"TRUE";6;0;0.597375512;0
40;1623902481;1623902481;"TRUE";6;0;0.596359313;0
40;1536347813;1536347813;"TRUE";5;1;0.595807195;0
40;1594575506;1594575506;"TRUE";5;0;0.594345391;0
40;1497830554;1530567317;"TRUE";13;7;0.594293535;0
40;1505205698;1505205698;"TRUE";8;0;0.590782285;0
40;1599769542;1608320169;"TRUE";5;2;0.589960217;0
40;1483740738;1483740738;"TRUE";5;6;0.589854956;2
40;1581355409;1581355409;"FALSE";13;2;0.589597821;0
40;1469464502;1469464502;"TRUE";6;1;0.589231193;0
40;1612968418;1612968418;"TRUE";7;3;0.588485181;0
40;1521240076;1521240076;"TRUE";11;0;0.586384535;0
40;1559423076;1559423076;"TRUE";5;0;0.586199462;0
40;1576272004;1576272004;"TRUE";5;1;0.586120427;0
40;1505567854;1505567977;"TRUE";7;2;0.585730731;0
40;1522797888;1522882411;"TRUE";11;0;0.583286822;6
40;1501857110;1501857153;"TRUE";6;0;0.582816303;0
40;1462710710;1462710710;"TRUE";5;0;0.582454264;0
40;1454884449;1454884449;"TRUE";11;1;0.580472708;1
40;1553730929;1553730929;"TRUE";7;0;0.58040458;0
40;1626967537;1626967537;"TRUE";5;1;0.580213845;0
40;1462673823;1462673823;"TRUE";9;1;0.578396261;0
40;1469773995;1509337396;"TRUE";3;0;0.577109754;0
40;1434547149;1528573702;"TRUE";41;24;0.577037096;5
40;1483123365;1483124208;"TRUE";6;0;0.576317251;0
40;1482822922;1482822922;"TRUE";6;0;0.575946987;2
50;1384972813;1470390929;"TRUE";125;0;0.886718214;8
50;1546006363;1546006363;"TRUE";121;21;0.884207964;0
50;1497052188;1497052839;"TRUE";47;5;0.838235974;2
50;1421419413;1443894127;"TRUE";92;21;0.83232075;2
50;1527958980;1527958980;"TRUE";54;28;0.831959724;0
50;1411823268;1411823541;"TRUE";72;2;0.827962458;5
50;1451952904;1451954557;"TRUE";67;2;0.827049613;4
50;1584009047;1584009047;"TRUE";46;1;0.818270385;0
50;1400343613;1400343613;"TRUE";56;0;0.791562021;0
50;1543529974;1543530131;"TRUE";36;24;0.788711905;1
50;1624469302;1624469302;"TRUE";37;17;0.78723371;0
50;1499910659;1499979662;"TRUE";49;21;0.779526293;5
50;1414268924;1423623920;"TRUE";132;90;0.778160393;7
50;1608974767;1608974767;"TRUE";31;17;0.776842296;0
50;1414294256;1414294256;"TRUE";147;175;0.776220143;0
50;1403287149;1403287149;"TRUE";35;1;0.774942935;0
50;1479939960;1479939960;"TRUE";29;1;0.771006882;0
50;1434072216;1434072216;"TRUE";27;4;0.763349533;2
50;1586299598;1586299598;"TRUE";35;3;0.762664199;0
50;1594475707;1594475707;"TRUE";29;6;0.760029793;0
50;1624994495;1624994495;"TRUE";30;6;0.75904727;0
50;1584358217;1584358217;"TRUE";43;0;0.758846879;8
50;1602367507;1602367507;"TRUE";33;17;0.758350849;1
50;1620802931;1620802931;"TRUE";39;11;0.755993068;0
50;1424571662;1424571662;"TRUE";43;1;0.754047036;1
50;1477549928;1477549928;"TRUE";34;17;0.751694918;0
50;1412769377;1412769377;"TRUE";57;76;0.749280214;0
50;1541213237;1541213237;"TRUE";32;8;0.745573699;0
50;1606226914;1606226914;"TRUE";45;17;0.740905225;0
50;1497953927;1497953927;"TRUE";28;0;0.740484595;4
50;1390071389;1390071389;"TRUE";40;0;0.739693463;2
50;1583886441;1583896111;"TRUE";23;1;0.736086369;0
50;1628232925;1628270806;"TRUE";18;0;0.735844016;0
50;1510083056;1510083056;"TRUE";51;71;0.735723734;4
50;1578917022;1578917022;"TRUE";28;0;0.734868646;0
50;1534625091;1534694155;"TRUE";28;44;0.732719362;11
50;1480301707;1480301707;"TRUE";23;29;0.728512764;0
50;1620676799;1620676799;"TRUE";22;7;0.728445053;0
50;1608130636;1608454198;"TRUE";24;4;0.726555467;6
50;1606626738;1606626738;"TRUE";28;10;0.726382017;3
50;1383874386;1383874386;"TRUE";39;0;0.725260675;0
50;1484774682;1484774682;"TRUE";26;0;0.720211804;6
50;1586682656;1586683355;"TRUE";21;0;0.718402326;0
50;1522124373;1522124743;"TRUE";33;2;0.714530766;7
50;1412358570;1619032290;"TRUE";26;1;0.713476598;1
50;1516458145;1527576201;"TRUE";18;2;0.709411442;0
50;1561773330;1562196949;"TRUE";20;0;0.708762646;0
50;1530165038;1530165038;"TRUE";26;7;0.702956378;0
50;1614210163;1614210163;"TRUE";21;3;0.702276051;0
50;1611429200;1611429299;"TRUE";19;0;0.702075601;0
50;1482436680;1482436680;"TRUE";23;0;0.700605392;2
50;1452364231;1452383013;"TRUE";17;0;0.700160086;3
50;1550400337;1550400825;"TRUE";19;1;0.699398816;0
50;1415598260;1415598260;"TRUE";109;116;0.69700557;7
50;1619376498;1619376498;"TRUE";26;4;0.69660306;0
50;1555329212;1555339875;"TRUE";19;13;0.696463406;0
50;1596243478;1596243478;"TRUE";15;6;0.693877518;0
50;1457181238;1457201238;"TRUE";13;0;0.691814303;0
50;1423612194;1423612466;"TRUE";24;13;0.690384209;1
50;1625597999;1625597999;"TRUE";17;9;0.687608778;0
